Gender,Age,Senior Citizen,Married,Number of Dependents,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV
Male,59,No,Yes,1,92647,33.723579,-118.005441,58764,Yes,1,34,Offer C,Yes,3.54,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.95,2647.2,0.0,0,120.36,2767.56,3,Stayed,No,43,2074
Female,26,No,Yes,3,92656,33.571259,-117.731917,41237,Yes,9,72,No offer,Yes,34.69,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,8220.4,0.0,140,2497.68,10858.08,3,Stayed,No,65,5633
Male,63,No,Yes,3,92679,33.631119,-117.567346,32268,Yes,6,7,Offer E,Yes,5.17,No,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,516.15,0.0,0,36.19,552.3399999999999,3,Stayed,No,50,4326
Male,36,No,No,0,92845,33.782955,-118.026456,15878,No,0,1,No offer,Yes,37.44,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.6,45.6,0.0,0,37.44,83.03999999999999,3,Joined,No,50,2352
Female,51,No,No,0,93023,34.581308,-118.931948,21633,No,0,7,No offer,Yes,40.76,Yes,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,522.95,47.19,0,285.32,761.08,3,Stayed,No,61,4025
Female,27,No,No,0,93033,34.156629,-119.117218,77791,No,0,62,No offer,Yes,23.88,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.05,5755.8,14.21,0,1480.56,7222.15,3,Stayed,No,71,5801
Male,40,No,No,0,93108,34.457541,-119.631072,12741,No,0,10,No offer,Yes,17.4,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,176.3,0.0,0,174.0,350.3,5,Stayed,No,38,4745
Female,31,No,No,0,93109,34.406256,-119.726936,10986,No,0,40,Offer B,No,0.0,No,Yes,DSL,28,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.55,2236.2,11.48,40,0.0,2264.72,3,Stayed,No,74,3533
Female,48,No,Yes,0,93117,34.489983,-120.091246,49975,Yes,2,68,No offer,Yes,27.41,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,70.9,4911.35,49.37,0,1863.88,6725.860000000001,4,Stayed,No,50,4114
Male,64,No,Yes,0,93262,36.527243,-118.594938,56,Yes,4,45,Offer B,Yes,1.59,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.4,3775.85,0.0,0,71.55,3847.4,5,Stayed,No,55,5602
Male,26,No,Yes,0,93401,35.233745,-120.626442,27047,Yes,10,29,No offer,Yes,3.35,No,Yes,Fiber Optic,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,2263.4,0.0,0,97.15,2360.55,4,Stayed,No,40,4910
Male,22,No,Yes,0,93433,35.120833,-120.61843,13106,Yes,6,2,No offer,Yes,38.41,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.2,34.75,0.0,0,76.82,111.57,3,Joined,No,44,3866
Male,41,No,No,0,93446,35.634222,-120.728341,35586,No,0,65,Offer B,Yes,22.23,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,0.0,0,1444.95,6250.599999999999,3,Stayed,No,39,4774
Female,56,No,Yes,0,93541,37.890145,-119.184087,504,Yes,6,72,Offer A,Yes,14.65,Yes,Yes,DSL,20,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,66.85,4758.8,0.0,0,1054.8,5813.6,3,Stayed,No,32,6264
Female,24,No,Yes,0,93560,34.903052,-118.411251,14931,Yes,5,72,Offer A,Yes,41.21,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0.0,0,2967.12,11032.77,4,Stayed,No,22,4259
Female,44,No,Yes,0,93615,36.497895,-119.285484,5519,Yes,8,8,Offer E,Yes,17.09,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,146.6,0.0,0,136.72,283.32,5,Stayed,No,65,3260
Male,39,No,Yes,0,93627,36.520537,-120.118055,152,Yes,7,39,No offer,Yes,29.56,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,23.8,903.8,0.0,0,1152.84,2056.64,5,Stayed,No,30,3970
Female,41,No,Yes,0,93652,36.594542,-119.905245,265,Yes,3,61,No offer,Yes,27.63,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,0.0,0,1685.4299999999998,8436.78,5,Stayed,No,35,5632
Female,46,No,Yes,0,93669,37.287758,-119.548156,327,Yes,7,70,No offer,Yes,19.1,No,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,74.1,5222.3,0.0,0,1337.0,6559.3,3,Stayed,No,43,6325
Female,59,No,No,0,93720,36.878709,-119.7645,45087,No,0,13,No offer,No,0.0,No,Yes,Cable,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.85,394.1,0.0,0,0.0,394.1,3,Stayed,No,38,2444
Male,55,No,Yes,0,93727,36.751489,-119.68072,54701,Yes,8,72,No offer,Yes,5.32,Yes,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92.0,6782.15,0.0,10,383.04,7175.19,3,Stayed,No,44,5883
Female,57,No,Yes,2,93901,36.64152,-121.622188,35739,Yes,9,72,No offer,Yes,12.29,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,0.0,0,884.8799999999999,9361.38,3,Stayed,No,39,5841
Male,50,No,No,0,93906,36.722898,-121.633648,53946,No,0,2,Offer E,Yes,40.25,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.85,62.0,0.0,0,80.5,142.5,3,Joined,No,57,5983
Male,63,No,No,0,93926,36.52588,-121.396719,9023,No,0,26,Offer C,Yes,45.7,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,457.3,0.0,0,1188.2,1645.5,3,Stayed,No,77,5823
Female,44,No,No,0,93950,36.618337,-121.926417,15449,No,0,5,No offer,Yes,24.61,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.5,104.3,0.0,0,123.05,227.35,3,Stayed,No,53,5263
Female,25,No,No,0,94010,37.57028,-122.365778,40346,No,0,3,No offer,No,0.0,No,Yes,DSL,46,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8,113.95,0.0,0,0.0,113.95,4,Joined,No,67,2496
Female,35,No,Yes,0,94087,37.3511,-122.037311,50070,Yes,1,56,Offer B,Yes,34.1,No,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0.0,0,1909.6,7978.25,4,Stayed,No,24,4196
Female,29,No,No,0,94107,37.768881,-122.395521,17372,No,0,71,No offer,Yes,41.92,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.25,7984.15,0.0,0,2976.32,10960.47,4,Stayed,No,54,4361
Female,54,No,Yes,1,94129,37.797526,-122.464531,2240,Yes,1,32,Offer C,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.3,2404.15,0.0,0,1037.76,3441.91,3,Stayed,No,70,5324
Female,50,No,No,2,94502,37.724817,-122.224363,13996,No,0,13,No offer,No,0.0,No,Yes,Cable,19,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,0.0,10,0.0,392.2,5,Stayed,No,22,3540
Male,59,No,No,0,94525,38.049292,-122.228415,3193,No,0,25,No offer,Yes,25.2,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.75,2028.8,0.0,0,630.0,2658.8,3,Stayed,No,61,5917
Male,19,No,Yes,0,94585,38.197907,-122.017258,39279,Yes,1,72,Offer A,Yes,21.72,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.7,1492.1,0.0,0,1563.84,3055.94,3,Stayed,No,55,6317
Male,61,No,Yes,1,94805,37.941456,-122.320968,13984,Yes,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0.0,0,2216.1200000000003,10065.97,3,Stayed,No,59,5671
Male,50,No,No,0,95010,36.977025,-121.952864,9673,No,0,32,No offer,Yes,14.91,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,5,Stayed,No,20,3398
Female,41,No,Yes,0,95018,37.089111,-122.062213,8728,No,0,52,No offer,Yes,8.25,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429.0,1395.33,3,Stayed,No,37,4848
Male,30,No,No,0,95035,37.441931,-121.878502,62848,No,0,29,No offer,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,0,107.01,2348.6700000000005,3,Stayed,No,77,4422
Female,57,No,Yes,3,95121,37.304681,-121.809955,37127,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,3,Stayed,No,79,4275
Female,29,No,Yes,0,95130,37.277592,-121.986477,13481,Yes,4,23,No offer,Yes,11.4,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.25,1533.8,23.92,0,262.2,1772.08,4,Stayed,No,22,2072
Male,58,No,No,1,95136,37.270938,-121.851046,36944,No,0,2,No offer,Yes,21.18,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,3,Joined,No,45,4725
Female,59,No,No,0,95223,38.32153,-120.236358,5159,No,0,1,No offer,Yes,7.8,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0.0,0,7.8,26.65,4,Joined,No,37,5084
Female,59,No,No,0,95258,38.169605,-121.310964,4176,No,0,13,Offer D,Yes,33.69,Yes,Yes,Fiber Optic,15,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1029.35,0.0,0,437.97,1467.32,3,Stayed,No,78,5577
Male,21,No,No,0,95320,37.818543,-121.006907,11474,No,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0.0,0,89.52,346.27,5,Joined,No,33,5806
Female,63,No,No,0,95336,37.830267,-121.201018,36738,No,0,60,Offer B,Yes,39.41,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0,1505.05,0.0,0,2364.6,3869.65,3,Stayed,No,24,6355
Male,45,No,Yes,0,95348,37.40122,-120.514191,23100,Yes,1,56,Offer B,Yes,40.33,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93.15,5253.95,0.0,0,2258.48,7512.43,3,Stayed,No,56,4778
Male,47,No,No,0,95364,38.224869,-119.755729,235,No,0,17,Offer D,Yes,47.45,Yes,Yes,DSL,5,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,65.75,1111.2,0.0,0,806.6500000000001,1917.85,4,Stayed,No,63,3921
Male,54,No,Yes,1,95379,37.939768,-120.188002,3979,Yes,7,47,No offer,Yes,1.09,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.23,4068.68,3,Stayed,No,76,3760
Female,43,No,Yes,2,95383,38.107441,-120.230625,4848,Yes,8,70,No offer,Yes,30.33,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.7,1685.9,0.0,0,2123.1,3809.0,4,Stayed,No,59,5907
Male,43,No,No,0,95403,38.488431,-122.752839,40270,No,0,25,Offer C,Yes,17.64,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,536.35,0.0,0,441.0,977.35,5,Stayed,No,58,3848
Female,20,No,Yes,0,95405,38.439696,-122.668817,22250,Yes,8,21,Offer D,No,0.0,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,28.5,629.35,0.0,0,0.0,629.35,4,Stayed,No,77,3766
Female,28,No,Yes,0,95453,39.080469,-122.955176,11180,Yes,5,55,No offer,Yes,2.36,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,56.8,3112.05,0.0,0,129.79999999999998,3241.8500000000004,4,Stayed,No,33,4702
Female,54,No,No,0,95465,38.415003,-122.998726,1880,No,0,1,No offer,Yes,36.05,No,Yes,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.1,74.1,0.0,0,36.05,110.15,5,Joined,No,23,2900
Male,42,No,No,0,95468,38.911299,-123.609588,1352,No,0,64,No offer,Yes,38.96,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1240.15,0.0,0,2493.44,3733.59,3,Stayed,No,27,6036
Male,55,No,Yes,0,95494,38.888351,-123.239647,335,Yes,7,72,No offer,Yes,4.32,Yes,Yes,Fiber Optic,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.6,7962.2,0.0,0,311.04,8273.24,3,Stayed,No,64,5444
Female,41,No,Yes,0,95501,40.796621,-124.15428,23224,Yes,10,45,No offer,Yes,26.01,No,Yes,Cable,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.0,3533.6,0.0,0,1170.45,4704.05,3,Stayed,No,56,2934
Female,32,No,Yes,1,95537,40.726949,-124.217378,228,Yes,3,11,Offer D,Yes,2.52,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,202.3,0.0,0,27.72,230.02,5,Stayed,No,63,5359
Male,42,No,Yes,3,95546,41.163637,-123.704841,3041,Yes,1,32,No offer,Yes,43.37,No,Yes,Fiber Optic,76,Yes,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Credit Card,94.8,3131.55,0.0,40,1387.84,4559.39,4,Stayed,No,52,5288
Male,45,No,No,0,95560,40.142256,-123.852927,1851,No,0,50,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.4,1748.9,0.0,0,0.0,1748.9,3,Stayed,No,36,5052
Female,27,No,Yes,0,95585,39.873371,-123.741474,321,Yes,3,28,No offer,Yes,42.33,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,563.05,0.0,0,1185.24,1748.29,4,Stayed,No,41,5145
Female,63,No,Yes,0,95623,38.63153,-120.842609,4097,Yes,10,51,Offer B,Yes,33.93,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.5,4421.95,0.0,0,1730.43,6152.38,3,Stayed,No,43,6261
Female,47,No,No,0,95660,38.671295,-121.388251,32202,No,0,1,No offer,Yes,44.09,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,20.35,0.0,0,44.09,64.44,3,Joined,No,72,5774
Female,24,No,No,0,95664,38.803731,-121.043799,1173,No,0,4,Offer E,Yes,19.84,No,Yes,Fiber Optic,73,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,319.6,0.0,0,79.36,398.96,3,Stayed,No,80,3154
Male,61,No,No,0,95735,38.805481,-120.13287,25,No,0,27,No offer,Yes,2.69,Yes,Yes,Cable,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.0,1291.35,0.0,0,72.63,1363.98,3,Stayed,No,51,5428
Male,34,No,Yes,0,95762,38.684437,-121.055634,22028,Yes,2,3,Offer E,Yes,4.19,No,Yes,Cable,6,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.8,154.55,0.0,0,12.57,167.12,4,Joined,No,48,2662
Male,51,No,Yes,3,95818,38.556306,-121.495817,21313,No,0,8,Offer E,Yes,34.87,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.35,152.6,0.0,0,278.96,431.56,3,Stayed,No,58,5416
Male,56,No,No,0,95821,38.625096,-121.383658,35426,No,0,31,No offer,Yes,45.92,No,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,2979.2,0.0,0,1423.52,4402.719999999999,3,Stayed,No,42,3949
Male,35,No,No,0,95837,38.691607,-121.602284,264,No,0,62,No offer,Yes,24.35,Yes,Yes,Fiber Optic,16,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.3,5731.45,0.0,0,1509.7,7241.15,4,Stayed,No,58,6468
Female,58,No,No,0,95916,39.657228,-121.37778,1279,No,0,44,No offer,No,0.0,No,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,49.05,2265.0,0.0,0,0.0,2265.0,5,Stayed,No,68,3910
Male,32,No,No,0,95928,39.681488,-121.83721,32848,No,0,1,No offer,Yes,39.3,No,Yes,DSL,26,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.25,51.25,0.0,0,39.3,90.55,4,Joined,No,57,4483
Male,28,No,Yes,0,95963,39.748037,-122.302169,13706,Yes,7,56,No offer,Yes,46.9,Yes,Yes,Fiber Optic,48,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,5514.95,0.0,0,2626.4,8141.35,3,Stayed,No,61,4847
Female,52,No,No,0,95975,39.225634,-121.156163,1601,No,0,3,No offer,Yes,17.01,No,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.17999999999995,3,Joined,No,70,2813
Female,29,No,Yes,2,95986,39.34128,-120.786867,145,Yes,7,69,Offer A,Yes,8.39,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1436.95,0.0,0,578.9100000000001,2015.86,5,Stayed,No,36,5423
Female,53,No,No,0,96010,40.775272,-123.287414,269,No,0,60,Offer B,Yes,31.12,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,0,1867.2,2995.3,4,Stayed,No,58,6213
Female,39,No,No,0,96033,40.740138,-122.587476,373,No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,3,Stayed,No,80,5167
Female,62,No,Yes,0,96035,40.03194,-122.176023,3357,Yes,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,0,370.8,1023.95,5,Stayed,No,79,2709
Male,33,No,Yes,0,96075,40.343213,-121.815412,433,Yes,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.79999999999995,4766.25,4,Stayed,No,38,2613
Male,34,No,No,0,96090,40.021787,-122.127576,405,No,0,65,Offer B,Yes,44.7,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,5,Stayed,No,76,4309
Female,45,No,Yes,0,96113,40.198234,-120.18089,946,Yes,6,46,No offer,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,3,Stayed,No,52,5433
Female,39,No,No,0,96114,40.294034,-120.512622,3093,No,0,54,No offer,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,5,Stayed,No,55,4971
Male,36,No,Yes,0,96125,39.600599,-120.636358,348,Yes,1,63,No offer,No,0.0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,0,0.0,3707.6,3,Stayed,No,20,5639
Male,45,No,No,0,96130,40.559177,-120.612113,19440,No,0,66,No offer,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,3,Stayed,No,55,5112
Female,56,No,No,0,90056,33.987945,-118.370442,8115,No,0,42,No offer,Yes,23.25,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,4,Stayed,No,49,5956
Male,20,No,No,0,90061,33.92128,-118.274186,24511,No,0,11,No offer,No,0.0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0.0,0,0.0,425.1,4,Stayed,No,61,4986
Female,58,No,Yes,1,90290,34.115192,-118.61017,5451,Yes,2,56,Offer B,Yes,48.56,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1119.9,0.0,0,2719.36,3839.26,3,Stayed,No,59,4681
Male,33,No,Yes,0,90304,33.936827,-118.359824,28680,Yes,10,27,No offer,Yes,9.01,No,Yes,DSL,5,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.7,1421.75,0.0,0,243.27,1665.02,3,Stayed,No,30,3560
Male,56,No,No,0,90401,34.015481,-118.493231,5221,No,0,62,Offer B,Yes,38.33,No,Yes,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.3,4698.05,0.0,0,2376.46,7074.51,4,Stayed,No,77,5974
Male,35,No,Yes,0,90601,34.007353,-118.033683,32050,Yes,3,63,Offer B,Yes,12.15,Yes,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0.0,0,765.45,5442.15,3,Stayed,No,62,5113
Female,57,No,Yes,0,90604,33.929704,-118.01208,37887,Yes,7,71,Offer A,Yes,9.44,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,0.0,0,670.24,8748.34,3,Stayed,No,24,4144
Male,22,No,No,0,90802,33.752524,-118.210737,38427,No,0,22,Offer D,Yes,15.77,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34,3,Stayed,No,32,4838
Female,38,No,Yes,0,91020,34.2112,-118.230625,7527,Yes,10,61,Offer B,No,0.0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0.0,0,0.0,3244.4,3,Stayed,No,55,4159
Male,29,No,Yes,1,91101,34.146635,-118.139225,16812,Yes,9,72,Offer A,Yes,27.16,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1401.15,0.0,0,1955.52,3356.67,3,Stayed,No,76,5265
Male,38,No,No,2,91108,34.122671,-118.112911,13158,No,0,32,No offer,Yes,16.94,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,696.8,0.0,0,542.08,1238.88,4,Stayed,No,50,3114
Female,48,No,No,0,91320,34.172071,-118.946262,37779,No,0,38,No offer,Yes,32.63,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3,755.5,0.0,0,1239.94,1995.44,5,Stayed,No,32,4705
Male,50,No,No,0,91367,34.178068,-118.615714,36123,No,0,1,Offer E,Yes,16.34,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0.0,0,16.34,61.89,4,Joined,No,31,3173
Male,28,No,Yes,3,91501,34.188339,-118.300942,18112,Yes,9,29,No offer,Yes,1.41,No,Yes,DSL,73,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,0.0,0,40.89,1875.04,3,Stayed,No,76,5517
Female,55,No,No,0,91602,34.15136,-118.364786,16996,No,0,23,Offer D,Yes,9.04,No,Yes,DSL,8,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0.0,0,207.92,1535.77,3,Stayed,No,20,2499
Male,58,No,No,0,91731,34.079934,-118.046695,30211,No,0,3,Offer E,Yes,15.6,No,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.0,266.8,0.0,0,46.8,313.6,3,Joined,No,42,4345
Male,55,No,No,0,91737,34.245289,-117.642503,23079,No,0,40,No offer,No,0.0,No,Yes,Cable,12,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36.0,1382.9,0.0,130,0.0,1512.9,3,Stayed,No,38,5323
Male,21,No,No,0,91977,32.726627,-116.994608,56100,No,0,23,No offer,Yes,41.94,No,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,0.0,0,964.62,3257.37,3,Stayed,No,62,3515
Male,21,No,Yes,0,92075,33.001813,-117.263628,12173,Yes,5,67,Offer A,Yes,2.12,No,Yes,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,67.85,4627.65,0.0,0,142.04000000000002,4769.69,3,Stayed,No,59,4792
